settle_date,ticker,side,entry_price,contracts,result,settle_price,pnl_dollars,source_workflow
2026-06-01,KXHIGHCHI-26JUN02-T72,yes,0.15,13,no,0.0,-1.95,live
2026-06-01,KXHIGHNY-26JUN02-B73.5,no,0.2,1,no,1.0,0.8,live
2026-06-01,KXHIGHNY-26JUN02-B75.5,no,0.5,3,yes,0.0,-1.5,midday
2026-05-31,KXHIGHAUS-26MAY31-B89.5,yes,0.13,3,yes,1.0,2.61,live
2026-05-31,KXHIGHMIA-26MAY31-B88.5,yes,0.13,1,no,0.0,-0.13,live
2026-05-31,KXHIGHMIA-26MAY31-B88.5,yes,0.13,1,no,0.0,-0.13,live
2026-05-30,KXHIGHNY-26MAY31-B74.5,no,0.48,2,yes,0.0,-0.96,live
2026-05-30,KXHIGHCHI-26MAY31-B76.5,no,0.39,2,no,1.0,1.22,live
2026-05-30,KXHIGHMIA-26MAY31-B92.5,no,0.35,2,no,1.0,1.3,live
2026-05-30,KXHIGHLAX-26MAY31-B72.5,no,0.52,3,yes,0.0,-1.56,live
2026-05-30,KXHIGHNY-26MAY31-B76.5,no,0.29,1,no,1.0,0.71,live
2026-05-30,KXHIGHCHI-26MAY31-B74.5,no,0.36,1,yes,0.0,-0.36,live
2026-05-30,KXHIGHMIA-26MAY31-B90.5,no,0.34,1,no,1.0,0.66,live
2026-05-30,KXHIGHNY-26MAY31-B76.5,no,0.24,2,no,1.0,1.52,live
2026-05-30,KXHIGHAUS-26MAY31-B91.5,no,0.41,5,no,1.0,2.95,live
2026-05-30,KXHIGHAUS-26MAY31-B91.5,no,0.41,1,no,1.0,0.59,live
2026-05-30,KXHIGHAUS-26MAY31-B91.5,no,0.41,1,no,1.0,0.59,live
2026-05-30,KXHIGHAUS-26MAY31-B91.5,no,0.41,1,no,1.0,0.59,live
2026-05-30,KXHIGHAUS-26MAY31-B91.5,no,0.41,1,no,1.0,0.59,live
2026-05-30,KXHIGHAUS-26MAY31-B91.5,no,0.41,1,no,1.0,0.59,live
2026-05-30,KXHIGHAUS-26MAY31-B91.5,no,0.41,1,no,1.0,0.59,live
2026-05-30,KXHIGHMIA-26MAY31-B88.5,yes,0.13,3,no,0.0,-0.39,live
2026-05-30,KXHIGHAUS-26MAY31-B93.5,no,0.24,1,no,1.0,0.76,live
2026-05-30,KXHIGHMIA-26MAY31-B92.5,no,0.32,2,no,1.0,1.36,live
2026-05-30,KXHIGHMIA-26MAY31-B92.5,no,0.31,1,no,1.0,0.69,live
2026-05-30,KXHIGHMIA-26MAY31-B92.5,no,0.31,4,no,1.0,2.76,live
2026-05-30,KXHIGHAUS-26MAY31-B93.5,no,0.24,6,no,1.0,4.56,live
2026-05-30,KXHIGHAUS-26MAY31-B91.5,no,0.41,1,no,1.0,0.59,live
2026-05-30,KXHIGHMIA-26MAY31-B88.5,yes,0.13,2,no,0.0,-0.26,live
2026-05-30,KXHIGHMIA-26MAY31-B92.5,no,0.31,5,no,1.0,3.45,live
2026-05-30,KXHIGHCHI-26MAY31-B74.5,no,0.19,2,yes,0.0,-0.39,live
2026-05-30,KXHIGHCHI-26MAY31-B74.5,no,0.19,1,yes,0.0,-0.37,live
2026-05-30,KXHIGHMIA-26MAY31-B90.5,no,0.34,3,no,1.0,1.98,live
2026-05-30,KXHIGHLAX-26MAY31-B72.5,no,0.35,1,yes,0.0,-0.35,live
2026-05-30,KXHIGHNY-26MAY31-B74.5,no,0.4,4,yes,0.0,-1.6,live
2026-05-30,KXHIGHLAX-26MAY31-B72.5,no,0.35,2,yes,0.0,-0.7,live
2026-05-30,KXHIGHNY-26MAY31-B76.5,no,0.22,4,no,1.0,3.12,live
2026-05-30,KXHIGHLAX-26MAY31-B74.5,no,0.27,2,no,1.0,1.46,live
2026-05-30,KXHIGHCHI-26MAY31-B76.5,no,0.35,3,no,1.0,1.95,live
2026-05-30,KXHIGHCHI-26MAY31-B74.5,no,0.2,2,yes,0.0,-0.4,live
2026-06-08,KXHIGHAUS-26JUN08-B90.5,yes,0.1,4,no,0.0,-0.4,midday
2026-06-08,KXHIGHLAX-26JUN08-B71.5,no,0.77,1,yes,0.0,-0.77,midday
2026-06-08,KXHIGHAUS-26JUN08-B92.5,yes,0.22,1,no,0.0,-0.22,midday
2026-06-08,KXHIGHMIA-26JUN08-B90.5,no,0.73,1,yes,0.0,-0.73,midday
2026-06-08,KXHIGHCHI-26JUN08-B82.5,yes,0.21,1,yes,1.0,0.79,midday
2026-06-08,KXHIGHNY-26JUN08-B76.5,yes,0.38,1,no,0.0,-0.38,midday
2026-06-09,KXHIGHLAX-26JUN09-B72.5,no,0.77,1,yes,0.0,-0.77,midday
2026-06-09,KXHIGHNY-26JUN09-B80.5,yes,0.24,1,no,0.0,-0.24,midday
2026-06-09,KXHIGHCHI-26JUN09-B86.5,yes,0.26,1,no,0.0,-0.26,midday
2026-06-09,KXHIGHCHI-26JUN09-B88.5,no,0.73,1,yes,0.0,-0.73,midday
2026-06-09,KXHIGHNY-26JUN09-B80.5,yes,0.34,1,no,0.0,-0.34,midday
2026-06-09,KXHIGHMIA-26JUN09-B89.5,no,0.66,0,yes,0.0,-0.22,midday
2026-06-09,KXHIGHMIA-26JUN09-B89.5,no,0.66,0,yes,0.0,-0.44,midday
2026-06-09,KXHIGHLAX-26JUN09-B72.5,no,0.66,1,yes,0.0,-0.66,midday
